2023-03-25 12:18:56.270 [restartedMain] INFO  com.project.Main.logStarted(57) - Started Main in 2.403 seconds (process running for 3.087)
2023-03-25 12:19:49.422 [restartedMain] INFO  com.project.Main.logStarting(51) - Starting Main using Java 17.0.6 with PID 10276 (C:\Users\Jagoda\programowaniezwinne\project-web-app\build\classes\java\main started by Jagoda in C:\Users\Jagoda\programowaniezwinne)
2023-03-25 12:19:49.422 [restartedMain] INFO  com.project.Main.logStartupProfileInfo(632) - No active profile set, falling back to 1 default profile: "default"
2023-03-25 12:19:51.179 [restartedMain] INFO  com.project.Main.logStarted(57) - Started Main in 2.294 seconds (process running for 3.011)
2023-03-25 12:20:36.261 [restartedMain] INFO  com.project.Main.logStarting(51) - Starting Main using Java 17.0.6 with PID 9328 (C:\Users\Jagoda\programowaniezwinne\project-web-app\build\classes\java\main started by Jagoda in C:\Users\Jagoda\programowaniezwinne)
2023-03-25 12:20:36.262 [restartedMain] INFO  com.project.Main.logStartupProfileInfo(632) - No active profile set, falling back to 1 default profile: "default"
2023-03-25 12:20:38.247 [restartedMain] INFO  com.project.Main.logStarted(57) - Started Main in 2.592 seconds (process running for 3.266)
2023-03-25 12:22:38.330 [restartedMain] INFO  com.project.Main.logStarting(51) - Starting Main using Java 17.0.6 with PID 2300 (C:\Users\Jagoda\programowaniezwinne\project-web-app\build\classes\java\main started by Jagoda in C:\Users\Jagoda\programowaniezwinne)
2023-03-25 12:22:38.331 [restartedMain] INFO  com.project.Main.logStartupProfileInfo(632) - No active profile set, falling back to 1 default profile: "default"
2023-03-25 12:22:40.168 [restartedMain] INFO  com.project.Main.logStarted(57) - Started Main in 2.378 seconds (process running for 3.014)
2023-03-25 12:24:16.517 [restartedMain] INFO  com.project.Main.logStarting(51) - Starting Main using Java 17.0.6 with PID 12156 (C:\Users\Jagoda\programowaniezwinne\project-web-app\build\classes\java\main started by Jagoda in C:\Users\Jagoda\programowaniezwinne)
2023-03-25 12:24:16.518 [restartedMain] INFO  com.project.Main.logStartupProfileInfo(632) - No active profile set, falling back to 1 default profile: "default"
2023-03-25 12:24:18.656 [restartedMain] INFO  com.project.Main.logStarted(57) - Started Main in 2.701 seconds (process running for 3.413)
